period,value
43153,508.631260066
43154,488.394901544
43155,464.50808053
43156,462.00328398
43157,460.73596751
43158,439.765493954
43159,435.857997563
43160,418.647154582
43161,434.473850184
43162,393.318408158
43163,409.747662918
43164,403.591796586
43165,402.504591197
43166,369.627423481
43167,392.517713978
43168,347.254881816
43169,379.331285326
43170,339.385471835
43171,361.440715916
43172,350.997814031
43173,315.701802395
43174,346.962320683
43175,303.779224888
43176,313.637184585
43177,295.271168212
43178,301.416359768
43179,316.828966765
43180,301.789288365
43181,297.851836566
43182,274.775184211
43183,285.528931124
43184,279.635122857
43185,279.020468028
43186,255.11346852
43187,289.190330806
43188,273.888229086
43189,253.62425301
43190,255.42900481
43191,277.768892351
43192,261.625298328
43193,271.711859405
43194,252.268322092
43195,254.397849895
43196,268.187792865
43197,253.125323906
43198,256.150544368
43199,258.317527388
43200,235.37594924
43201,267.161943192
43202,238.046908351
43203,259.055706329
43204,249.656951253
43205,254.109030633
43206,273.525799739
43207,255.348141328
43208,273.812432501
43209,268.791286034
43210,262.032473524
43211,251.257597568
43212,276.654651496
43213,264.509433822
43214,288.138106737
43215,280.185718355
43216,274.234460162
43217,300.83121779
43218,270.162240406
43219,295.904730076
43220,306.173845333
43221,310.016300302
43222,293.659529052
43223,318.420132764
43224,302.359280228
43225,335.685923286
43226,317.25100525
43227,336.673023926
43228,349.282043927
43229,340.915891885
43230,367.748172725
43231,359.215321451
43232,384.469048511
43233,375.431763478
43234,361.638183248
43235,401.261075605
43236,403.25069402
43237,415.137721159
43238,410.332155013
43239,429.529916744
43240,410.875372696
43241,418.021448616
43242,431.981838678
43243,471.097167831
43244,456.670705531
43245,490.915662336
43246,481.306715557
43247,473.303718123
43248,516.158782422
43249,519.586640431
43250,511.93721031
43251,537.218767052
43252,551.859658737
43253,563.19894767
43254,550.041360046
43255,586.786090637
43256,593.484894812
43257,601.948952789
43258,604.668007454
43259,624.457474168
43260,611.248796351
43261,630.619576798
43262,645.614610736
43263,642.257928142
43264,678.835161081
43265,658.899521941
43266,688.897904951
43267,707.937683995
43268,712.182066875
43269,701.091834146
43270,718.072074783
43271,730.33857421
43272,749.178782176
43273,769.459908056
43274,789.377715588
43275,785.938558819
43276,793.214682973
43277,793.137356399
43278,832.23392431
43279,811.610690839
43280,832.850153869
43281,843.672414587
43282,856.882515601
43283,878.646582879
43284,891.376869955
43285,892.571436457
43286,915.166935591
43287,903.43916298
43288,917.059133916
43289,912.142283018
43290,956.182207169
43291,957.729785789
43292,960.840329268
43293,990.062669303
43294,986.906071138
43295,1000.2438805
43296,987.667277518
43297,1025.83045489
43298,1003.15958796
43299,1026.99286124
43300,1037.0529427
43301,1026.56267366
43302,1052.84720866
43303,1081.71330973
43304,1074.47618705
43305,1088.17797052
43306,1069.48813975
43307,1080.06456677
43308,1119.53141511
43309,1127.26980247
43310,1124.74272453
43311,1143.73329783
43312,1113.84928573
43313,1148.91909019
43314,1135.23591594
43315,1166.7736862
43316,1155.47281537
43317,1150.76412503
43318,1152.26339266
43319,1168.28159092
43320,1167.10985318
43321,1186.41112091
43322,1189.79245069
43323,1206.49627174
43324,1208.34627751
43325,1191.03748774
43326,1227.34241245
43327,1201.02910845
43328,1211.87839562
43329,1228.43609548
43330,1211.55283431
43331,1210.4548034
43332,1227.12263159
43333,1218.31208944
43334,1232.89157722
43335,1239.33048525
43336,1252.01817767
43337,1246.15609217
43338,1234.95986312
43339,1244.64910639
43340,1250.20028261
43341,1241.49604216
43342,1255.31175987
43343,1268.23554603
43344,1235.25298181
43345,1240.15049136
43346,1259.15302037
43347,1260.98509339
43348,1264.31451701
43349,1257.68217375
43350,1238.61768251
43351,1237.0937651
43352,1243.90052009
43353,1251.39697599
43354,1233.07935265
43355,1243.92660503
43356,1238.51718983
43357,1241.60123714
43358,1239.34399174
43359,1213.94525343
43360,1225.4272394
43361,1210.36695319
43362,1231.12970398
43363,1222.9493706
43364,1220.19705536
43365,1209.25474062
43366,1186.35990549
43367,1184.48467391
43368,1177.59110795
43369,1173.21477617
43370,1170.18860881
43371,1152.27003996
43372,1168.94995734
43373,1156.31759607
43374,1161.8313314
43375,1126.57464733
43376,1126.4531477
43377,1144.41356938
43378,1127.7009776
43379,1126.12141544
43380,1108.14714105
43381,1100.61142846
43382,1073.42144377
43383,1081.16753406
43384,1073.45604693
43385,1061.2590223
43386,1063.2204716
43387,1047.35067577
43388,1033.98813763
43389,1028.60428091
43390,999.191741823
43391,1029.26235275
43392,1012.60966994
43393,1004.72367066
43394,979.106591874
43395,964.802082583
43396,946.990394162
43397,940.683854164
43398,955.54245263
43399,931.477102512
43400,909.180083864
43401,912.12460172
43402,917.140945025
43403,895.937840994
43404,879.859264566
43405,878.813810315
43406,847.461478924
43407,846.232455883
43408,845.069919868
43409,825.387528265
43410,797.278538462
43411,819.600859455
43412,801.113450124
43413,772.404081139
43414,767.834325861
43415,744.723342846
43416,760.926583543
43417,724.576080618
43418,741.921720552
43419,703.360626733
43420,714.663158906
43421,702.441861519
43422,688.184851206
43423,677.079471543
43424,649.979507054
43425,654.214505682
43426,641.489729602
43427,648.434539486
43428,600.916663541
43429,620.148765128
43430,601.148444993
43431,603.016239196
43432,581.134649714
43433,587.913813712
43434,542.887166738
43435,559.146607212
43436,555.891737536
43437,516.613728541
43438,523.563469888
43439,511.855116295
43440,517.060134991
43441,483.539139136
43442,469.048410829
43443,465.868354886
43444,477.065067667
43445,446.473538107
43446,442.596791999
43447,434.241900015
43448,411.821155094
43449,432.537301243
43450,415.702263841
43451,411.844053443
43452,411.369145678
43453,369.146076982
43454,368.719554936
43455,387.571618842
43456,347.95859492
43457,358.624514056
43458,348.488454978
43459,327.209832552
43460,350.850807787
43461,336.108020408
43462,346.639911434
43463,311.262635584
43464,314.940141662
43465,292.553675706
43466,293.422214049
43467,304.704298289
43468,295.157647413
43469,295.296899601
43470,280.175981439
43471,278.51640996
43472,288.059494992
43473,290.180102008
43474,282.260232882
43475,276.075116538
43476,285.288913771
43477,247.991276674
43478,262.983029631
43479,256.417981433
43480,249.784255122
43481,271.130343469
43482,271.094159002
43483,260.566897684
43484,248.097896719
43485,249.845561514
43486,231.948467945
43487,240.21584936
43488,263.189367186
43489,241.906277155
43490,264.439513778
43491,249.518379648
43492,245.314680661
43493,254.611761802
43494,248.145854241
43495,253.634423552
43496,260.492051254
43497,274.532520083
43498,258.337010696
43499,253.48292397
43500,272.101896002
43501,253.313058745
43502,258.901544692
43503,280.496443944
43504,288.286709442
43505,289.284046009
43506,295.631989402
43507,298.552568584
43508,314.07499887
43509,289.834377576
43510,310.833524077
43511,315.064701286
43512,328.265405143
43513,317.502197288
43514,331.799511962
43515,328.640957357
43516,350.928382731
43517,358.044670275
43518,347.019886306
43519,344.065929326
43520,381.08373427
43521,365.241446015
43522,385.273320574
43523,384.066525455
43524,381.596941666
43525,392.88466034
43526,396.598527508
43527,437.518869553
43528,416.794371589
43529,418.815697211
43530,448.196248419
43531,453.914051529
43532,480.233266339
43533,456.948947895
43534,474.15641429
43535,488.816559882
43536,490.895129093
43537,519.349796893
43538,518.646833314
43539,519.323047734
43540,524.631053499
43541,551.195067572
43542,554.560193718
43543,561.417783232
43544,578.065938491
43545,577.718552982
43546,602.139827096
43547,602.309115074
43548,604.650482778
43549,642.83935255
43550,641.235214482
43551,667.362519385
43552,651.260690364
43553,680.571079919
43554,693.614907413
43555,704.488414069
43556,700.997758853
43557,719.146371796
43558,716.251875036
43559,755.064174331
43560,731.942364731
43561,768.349313846
43562,768.871606858
43563,797.886039297
43564,796.203149383
43565,808.910565821
43566,833.088279779
43567,844.904467064
43568,850.871323834
43569,838.41450072
43570,853.088262476
43571,884.246345282
43572,896.147501916
43573,887.656234095
43574,889.815196682
43575,891.153087824
43576,920.951569149
43577,945.529781102
43578,934.334900033
43579,948.389019737
43580,968.63076506
43581,980.939855186
43582,963.145781385
43583,996.040995666
43584,1012.1886052
43585,1019.29366564
43586,1015.29745086
43587,1038.68711147
43588,1037.0938815
43589,1061.43486153
43590,1069.41086351
43591,1079.89431109
43592,1054.32188664
43593,1077.89986619
43594,1086.80728688
43595,1084.1360971
43596,1084.63027587
43597,1124.10555168
43598,1115.34359135
43599,1138.48418475
43600,1126.00362332
43601,1139.84332348
43602,1134.92873994
43603,1140.05447193
43604,1147.96855293
43605,1150.5091802
43606,1190.95706936
43607,1193.45617512
43608,1180.22068108
43609,1192.86234106
43610,1191.68539549
43611,1184.69596985
43612,1214.77699555
43613,1214.32632417
43614,1215.91678014
43615,1231.05004404
43616,1211.17130934
43617,1215.45799927
43618,1224.87719914
43619,1217.50160625
43620,1216.41964212
43621,1236.20274718
43622,1249.94314307
43623,1241.61107134
43624,1235.98902344
43625,1249.83496968
43626,1251.54738489
43627,1244.77425512
43628,1257.87591515
43629,1236.30916506
43630,1263.25163885
43631,1232.33085561
43632,1249.89690709
43633,1246.23193223
43634,1255.94274058
43635,1249.34480127
43636,1246.11017046
43637,1249.05946801
43638,1244.89570769
43639,1236.46543529
43640,1232.37990457
43641,1240.37628903
43642,1222.95002831
43643,1243.95228201
43644,1217.2060359
43645,1219.70998853
43646,1227.76354109
43647,1220.41483032
43648,1227.31292111
43649,1221.06403404
43650,1207.02164385
43651,1226.08224453
43652,1222.91377921
43653,1191.34157491
43654,1201.68197933
43655,1200.76985182
43656,1177.32536469
43657,1167.15934494
43658,1168.21229829
43659,1172.87165716
43660,1159.18487266
43661,1156.3147744
43662,1132.92255465
43663,1136.32633956
43664,1131.24510062
43665,1128.84848592
43666,1132.69836766
43667,1118.91870563
43668,1102.27309383
43669,1091.70074664
43670,1088.57693634
43671,1093.60378946
43672,1077.84959975
43673,1066.79852743
43674,1048.9190022
43675,1036.28010461
43676,1043.60396998
43677,1044.33241433
43678,1020.87375917
43679,1005.87151913
43680,1012.78199383
43681,999.560730913
43682,993.867217513
43683,977.925984699
43684,943.292751962
43685,953.313823886
43686,934.150594992
43687,923.559463744
43688,902.378621566
43689,909.47913695
43690,882.703278874
43691,899.382445463
43692,866.918238294
43693,875.362962553
43694,869.293578829
43695,862.58525823
43696,826.495267385
43697,828.192533384
43698,797.975405346
43699,810.76304295
43700,778.851735373
43701,793.631676817
43702,761.239889662
43703,755.28842362
43704,732.693918449
43705,738.00344548
43706,747.873327195
43707,700.126611879
43708,705.575639412
43709,710.241096714
43710,664.752549309
43711,670.033332663
43712,680.390707052
43713,648.243074996
43714,661.751739606
43715,615.466010176
43716,611.679249504
43717,623.295165006
43718,611.454125714
43719,571.475404992
43720,559.161413252
43721,562.863219207
43722,538.661531186
43723,562.610121762
43724,553.532138088
43725,545.704438814
43726,527.817603161
43727,518.805394581
43728,504.40558511
43729,501.633201675
43730,480.003526325
43731,460.800340528
43732,455.811693748
43733,462.089446902
43734,451.58047266
43735,446.865516888
43736,423.033882575
43737,406.669822318
43738,424.350063542
43739,417.091102515
43740,414.673666557
43741,400.409702655
43742,381.44534422
43743,369.858684455
43744,377.376483725
43745,374.304117024
43746,367.828164258
43747,331.017269279
43748,346.610856347
43749,347.609934961
43750,309.611709365
43751,311.14392841
43752,320.901898566
43753,322.373115604
43754,297.1821237
43755,286.214988265
43756,294.77491773
43757,285.383535047
43758,298.895645732
43759,284.284157666
43760,293.845358316
43761,262.47442662
43762,259.779190139
43763,272.815715352
43764,282.061289842
43765,277.70929586
43766,276.668754501
43767,262.94601195
43768,257.444922096
43769,264.062033793
43770,242.636319483
43771,249.887757562
43772,254.173735924
43773,250.550818574
43774,239.705426427
43775,266.730628853
43776,262.422493434
43777,250.790291881
43778,242.511716009
43779,255.617554905
43780,256.981310461
43781,266.041188347
43782,272.050595776
43783,245.804477333
43784,243.899509181
43785,266.117008475
43786,259.653009119
43787,279.512860597
43788,262.630065805
43789,250.162675671
43790,276.460894858
43791,294.466278679
43792,279.057217529
43793,276.350861307
43794,307.489618985
43795,286.356592623
43796,287.159466935
43797,298.590571778
43798,320.066943147
43799,291.671108327
43800,322.426487637
43801,336.054951976
43802,327.294106507
43803,319.347747298
43804,324.919753717
43805,331.259745304
43806,361.582437518
43807,371.033722628
43808,384.906968681
43809,385.998119603
43810,395.284831199
43811,385.397361762
43812,393.972235012
43813,405.831416988
43814,417.394208059
43815,414.082215804
43816,446.059210415
43817,451.218099621
43818,461.056012902
43819,469.181631363
43820,450.970579755
43821,490.486642032
43822,498.666291663
43823,506.776335214
43824,498.090286906
43825,499.962777371
43826,519.980451846
43827,536.251904087
43828,532.495645664
43829,529.076261999
43830,575.437043876
43831,553.192089811
43832,598.850170416
43833,601.530365909
43834,582.420550487
43835,605.281743586
43836,633.751288325
43837,630.164009742
43838,634.881214962
43839,659.688346882
43840,656.578445336
43841,664.41648843
43842,697.575993342
43843,703.012437784
43844,690.45029388
43845,710.192619067
43846,730.289659959
43847,738.956024359
43848,750.184548406
43849,746.996773532
43850,780.28955288
43851,791.979349298
43852,787.969895932
43853,798.272402852
43854,830.852154164
43855,821.776292965
43856,817.653836156
43857,866.746016254
43858,859.498263565
43859,881.927393528
43860,873.221100398
43861,896.26433848
43862,892.884224213
43863,926.740818076
43864,921.681998213
43865,912.052302614
43866,956.450963197
43867,944.21381042
43868,972.28952358
43869,966.395357754
43870,988.603927938
43871,993.977088495
43872,1017.48002444
43873,1010.25248403
43874,1028.27962109
43875,1034.86041969
43876,1038.79104634
43877,1046.30803365
43878,1059.62567055
43879,1060.70600715
43880,1064.80317728
43881,1076.48224995
43882,1075.41014407
43883,1091.89491677
43884,1121.03627428
43885,1114.70564123
43886,1132.56145331
43887,1133.36599388
43888,1139.10367636
43889,1159.0312174
43890,1159.45479475
43891,1171.62954762
43892,1162.48027218
43893,1182.43854903
43894,1168.40834504
43895,1179.86637699
43896,1184.62228157
43897,1174.76536583
43898,1181.88252922
43899,1191.96046453
43900,1213.76538702
43901,1226.44515977
43902,1195.12850986
43903,1198.37630033
43904,1200.16355592
43905,1229.2020999
43906,1242.577282
43907,1233.1197129
43908,1225.44844463
43909,1245.54780495
43910,1232.08378873
43911,1248.20526651
43912,1252.61184775
43913,1264.09187173
43914,1254.33368436
43915,1244.5374071
43916,1255.99207874
43917,1233.86562341
43918,1268.95986867
43919,1243.69946547
43920,1251.337256
43921,1238.65381087
43922,1242.6843411
43923,1262.94259743
43924,1240.57979741
43925,1239.59337263
43926,1234.7269955
43927,1262.42031209
43928,1255.33640461
43929,1239.15915501
43930,1237.62451964
43931,1222.2464779
43932,1225.60605975
43933,1220.48554961
43934,1212.37053782
43935,1227.31095361
43936,1231.68193307
43937,1202.24199623
43938,1212.1797658
43939,1194.64171275
43940,1220.34943581
43941,1199.497644
43942,1188.01128799
43943,1191.6228113
43944,1201.57892018
43945,1183.20507334
43946,1188.91779436
43947,1153.11309817
43948,1166.32887198
43949,1134.55839406
43950,1133.24615741
43951,1134.76650298
43952,1117.21775356
43953,1137.37534485
43954,1135.11162242
43955,1098.11347309
43956,1106.51269255
43957,1101.69705469
43958,1075.9673149
43959,1063.40296396
43960,1084.04098979
43961,1065.78969815
43962,1056.85387925
43963,1059.69243332
43964,1039.42902293
43965,1008.03657538
43966,1027.8854044
43967,992.429853109
43968,1019.34422364
43969,993.147911329
43970,963.38763146
43971,960.130294893
43972,948.311354983
43973,969.093457295
43974,928.418867913
43975,939.102751673
43976,928.518332389
43977,910.242277154
43978,884.021199622
43979,875.77947549
43980,884.376847933
43981,878.699684769
43982,842.605008368
43983,853.723951045
43984,843.684101565
43985,822.501991928
43986,820.857798507
43987,794.022054559
43988,813.085049244
43989,763.09356713
43990,763.789143469
43991,772.488325147
43992,748.809422831
43993,738.139030905
43994,715.732708129
43995,710.467285302
43996,725.823124412
43997,711.583751958
43998,679.069685528
43999,686.477660543
44000,665.124495389
44001,666.561036324
44002,622.247629398
44003,614.369865112
44004,635.020084275
44005,598.470333095
44006,582.345204193
44007,589.249253069
44008,568.784322333
44009,553.166663654
44010,562.919674694
44011,543.356386409
44012,540.087801627
44013,540.652799306
44014,519.941603794
44015,525.405047679
44016,501.630755545
44017,471.670768299
44018,466.093207136
44019,471.866507578
44020,469.12269023
44021,434.934060525
44022,443.524623417
44023,434.306083713
44024,412.936046652
44025,412.352282305
44026,430.29905744
44027,392.175453896
44028,383.117880003
44029,387.761464153
44030,366.473959781
44031,366.580873996
44032,376.294198443
44033,344.363306876
44034,355.427848113
44035,340.617905948
44036,344.680914846
44037,330.776774206
44038,336.514268436
44039,325.038939442
44040,307.108428417
44041,318.532785931
44042,302.727155687
44043,299.25899868
44044,308.516083392
44045,312.320825804
44046,287.642056076
44047,300.509178025
44048,263.1688921
44049,272.682474766
44050,261.237522511
44051,269.895350165
44052,272.585411489
44053,256.697725406
44054,248.894377027
44055,244.884275487
44056,250.780863235
44057,258.286629658
44058,272.560575064
44059,263.357944388
44060,238.223144299
44061,267.259402856
44062,268.004492822
44063,252.936305673
44064,247.556048907
44065,243.351417692
44066,265.406453517
44067,259.476835101
44068,238.887240796
44069,237.195510168
44070,269.577547558
44071,268.513424084
44072,271.332696415
44073,271.95825832
44074,258.756259429
44075,249.787415156
44076,272.813571999
44077,275.246800519
44078,267.744330817
44079,281.740388062
44080,294.78905241
44081,294.40147331
44082,269.133176926
44083,282.836886278
44084,281.757931618
44085,287.023011187
44086,323.836662568
44087,322.009955
44088,311.719730747
44089,306.664859585
44090,329.604146192
44091,351.66837324
44092,358.618191329
44093,355.248918471
44094,346.242870728
44095,367.077195371
44096,378.860958908
44097,389.237887593
44098,388.538292031
44099,385.459701631
44100,383.664928536
44101,398.744231716
44102,421.111518494
44103,415.16312844
44104,444.269714099
44105,417.861902398
44106,443.87916467
44107,464.937109864
44108,476.917211524
44109,466.618753175
44110,484.925165908
44111,472.923542878
44112,512.802197555
44113,527.288299556
44114,512.780559152
44115,517.855734623
44116,525.451075078
44117,544.90880549
44118,555.163456972
44119,582.504588999
44120,578.272454396
44121,581.43834239
44122,612.996677336
44123,625.268457506
44124,601.6545894
44125,619.349326149
44126,629.634180615
44127,661.577798176
44128,675.770316038
44129,656.534422656
44130,674.861541873
44131,698.279935671
44132,720.462748897
44133,719.241851607
44134,747.326653552
44135,721.089395487
44136,767.703570224
44137,770.25118191
44138,789.004776396
44139,767.390234149
44140,798.484068119
44141,800.957994611
44142,822.310183283
44143,842.888952605
44144,845.847320996
44145,859.057622425
44146,870.011004197
44147,866.301901941
44148,893.589474921
44149,896.10652143
44150,910.478487451
44151,899.716004078
44152,932.391046365
44153,950.258778759
44154,948.782293563
44155,942.075059856
44156,943.414292534
44157,981.179352114
44158,971.8290787
44159,995.636862577
44160,1002.20324231
44161,1024.87052817
44162,1011.79821417
44163,1015.19350091
44164,1041.24005644
44165,1059.28405075
44166,1068.63534513
44167,1049.96791486
44168,1077.19139274
44169,1064.81757479
44170,1081.4613255
44171,1083.16904212
44172,1091.2528578
44173,1123.29416515
44174,1108.69874487
44175,1133.22616579
44176,1146.23253753
44177,1144.35143914
44178,1137.78754732
44179,1169.52860942
44180,1164.18996734
44181,1172.40620564
44182,1174.1576381
44183,1169.36447249
44184,1190.04934732
44185,1202.27854628
44186,1211.9701886
44187,1208.63831875
44188,1207.98313801
44189,1188.13673808
44190,1202.46553403
44191,1200.00166669
44192,1225.29041834
44193,1212.15744915
44194,1225.0261542
44195,1214.629225
44196,1246.96113608
44197,1248.06864624
44198,1228.94600432
44199,1257.71223986
44200,1228.80171957
44201,1239.55065627
44202,1247.12834384
44203,1246.47080644
44204,1245.64766061
44205,1251.51888356
44206,1249.91396503
44207,1247.95944505
44208,1238.97498007
44209,1242.85501978
44210,1256.59099183
44211,1240.01690422
44212,1254.26952444
44213,1239.79488086
44214,1261.81582655
44215,1239.00157682
44216,1240.97864283
44217,1242.63858222
44218,1238.96486086
44219,1215.95631889
44220,1238.83378147
44221,1218.81819366
44222,1226.83055889
44223,1207.64696688
44224,1220.50941023
44225,1208.53669159
44226,1211.8150314
44227,1213.5905121
44228,1208.36766946
44229,1180.2658837
44230,1180.5075175
44231,1205.89612014
44232,1173.09741476
44233,1163.78752411
44234,1173.06142779
44235,1158.0238971
44236,1172.95432354
44237,1153.87755682
44238,1150.90961301
44239,1124.85404996
44240,1137.0022113
44241,1133.97389213
44242,1133.35414832
44243,1102.15133191
44244,1090.91455422
44245,1086.83165093
44246,1093.82325882
44247,1066.76773197
44248,1090.24683142
44249,1057.6040134
44250,1054.58182829
44251,1050.50345275
44252,1042.91829358
44253,1035.10464234
44254,1026.89524506
44255,1013.98297313
44256,1007.81313679
44257,992.97171368
44258,969.301284296
44259,963.223407451
44260,976.341119557
44261,952.243399517
44262,923.501581508
44263,925.947232903
44264,929.516277941
44265,908.226084657
44266,916.322379365
44267,904.072476415
44268,877.091525954
44269,870.055216008
44270,866.451135593
44271,843.808807661
44272,848.332552067
44273,843.507335022
44274,827.461706268
44275,805.323973534
44276,793.015602033
44277,768.43520918
44278,764.049863791
44279,754.09650288
44280,751.615420074
44281,724.361797164
44282,712.06319059
44283,733.930034447
44284,702.083868648
44285,692.368064776
44286,674.286643519
44287,674.673572547
44288,650.021471
44289,659.090414927
44290,653.952132529
44291,619.170369498
44292,632.453156708
44293,618.862122968
44294,581.377336701
44295,594.529014845
44296,572.904801173
44297,555.96156957
44298,543.117360677
44299,529.304191676
44300,555.817364379
44301,520.91140462
44302,502.618305923
44303,498.961129447
44304,517.29871996
44305,502.833177826
44306,464.649218092
44307,469.313930021
44308,471.140631026
44309,467.506277057
44310,436.098502075
44311,418.388826368
44312,427.768463951
44313,410.820107266
44314,397.766255746
44315,415.41657076
44316,378.984302472
44317,374.819203414
44318,377.940191898
44319,372.350668873
44320,370.043208848
44321,343.074021782
44322,340.504776781
44323,353.725252509
44324,339.22759758
44325,323.126062939
44326,347.857955786
44327,307.566554442
44328,320.137611093
44329,316.488239677
44330,306.017553133
44331,318.862983878
44332,306.571061836
44333,285.052606077
44334,307.365175984
44335,287.243976526
44336,262.235329448
44337,257.446461031
44338,255.755930182
44339,287.758015184
44340,269.335608686
44341,256.610894075
44342,254.288535642
44343,253.33481573
44344,264.34526051
44345,275.495978653
44346,272.649361153
44347,259.367547206
44348,239.990956011
44349,257.634104224
44350,236.902951403
44351,265.378648523
44352,266.555115609
44353,237.601119985
44354,235.543164994
44355,262.325213462
44356,241.492088304
44357,269.405778677
44358,251.556682424
44359,239.047698675
44360,240.800641808
44361,253.319901404
44362,248.284776663
44363,247.959503211
44364,265.646756612
44365,266.273466924
44366,268.441014654
44367,261.248751815
44368,290.638843533
44369,272.638083036
44370,278.670905821
44371,291.52836559
44372,309.893216016
44373,313.704472176
44374,297.865082493
44375,297.347130591
44376,321.935607968
44377,307.667480847
44378,330.561071415
44379,347.245421393
44380,333.535216727
44381,357.251492502
44382,335.875384345
44383,361.652592696
44384,376.463479585
44385,373.233369776
44386,385.002141734
44387,393.966784184
44388,377.128608915
44389,402.466889656
44390,417.732977328
44391,421.676413142
44392,421.171793986
44393,430.007183609
44394,438.918111234
44395,448.122239529
44396,451.550748562
44397,453.894446124
44398,490.465688124
44399,483.533736769
44400,483.194609414
44401,497.439487808
44402,526.93186055
44403,527.983062724
44404,527.119254871
44405,547.649648559
44406,561.423724452
44407,566.798223015
44408,582.622520033
44409,581.786274879
44410,595.622970413
44411,607.070790834
44412,626.134107396
44413,630.855752092
44414,654.373208178
44415,648.588520032
44416,652.377052571
44417,672.677499052
44418,688.321634768
44419,705.549288032
44420,696.230443195
44421,729.661548647
44422,721.995979422
44423,736.203979351
44424,738.692291759
44425,768.473325784
44426,757.453929571
44427,774.203481246
44428,778.669586145
44429,797.572208622
44430,806.393243763
44431,843.669359844
44432,843.960213574
44433,830.396673162
44434,868.228229976
44435,886.797750025
44436,894.172244445
44437,874.89709362
44438,911.919408267
44439,907.412253967
44440,921.747903859
44441,913.978172056
44442,940.852075381
44443,963.181324573
44444,962.04509063
44445,982.278691116
44446,968.131451756
44447,985.794712949
44448,1014.9111284
44449,991.784458261
44450,1003.27872251
44451,1009.27645162
44452,1047.75778252
44453,1062.51340322
44454,1036.45561074
44455,1061.92278511
44456,1070.39127258
44457,1065.6689376
44458,1100.67359446
44459,1101.58534485
44460,1108.29788867
44461,1108.5015635
44462,1134.07111062
44463,1133.56812196
44464,1115.06275714
44465,1134.31352415
44466,1165.95424486
44467,1165.38962567
44468,1166.36680331
44469,1175.04086042
44470,1189.64722098
44471,1168.65028163
44472,1202.82150515
44473,1207.55587303
44474,1208.80360017
44475,1186.38319779
44476,1206.8272357
44477,1191.56767779
44478,1194.58456794
44479,1199.03105741
44480,1203.6411254
44481,1219.17348392
44482,1243.36611519
44483,1218.26086554
44484,1225.0595127
44485,1231.59406747
44486,1236.55418369
44487,1238.65185207
44488,1237.77357703
44489,1264.16328408
44490,1246.86665109
44491,1245.37418957
44492,1257.67500932
44493,1265.99229937
44494,1256.22214121
44495,1264.55815299
44496,1232.9575036
44497,1247.16893326
44498,1238.28282626
44499,1259.84749831
44500,1233.77375031
44501,1242.25644097
44502,1246.27295136
44503,1250.90809388
44504,1248.78201759
44505,1260.00760039
44506,1239.53696727
44507,1245.50293548
44508,1233.09620128
44509,1248.31807048
44510,1234.99092393
44511,1209.03424437
44512,1203.68862227
44513,1206.01009236
44514,1209.93384507
44515,1189.28018114
44516,1221.05944247
44517,1207.76536756
44518,1179.68250586
44519,1179.33675128
44520,1178.1336175
44521,1177.24912987
44522,1172.04658842
44523,1167.16451848
44524,1155.23944874
44525,1146.63431288
44526,1145.36269631
44527,1138.53940212
44528,1119.19726485
44529,1130.83699128
44530,1132.99503993
44531,1108.67667115
44532,1118.59172301
44533,1089.20667643
44534,1070.59599264
44535,1071.45632644
44536,1083.30311682
44537,1063.35005995
44538,1044.59965987
44539,1056.46585368
44540,1030.31331215
44541,1035.05085451
44542,1026.70242995
44543,1009.0047967
44544,985.366230411
44545,997.049834378
44546,968.654705757
44547,955.015987757
44548,975.87866903
44549,970.26264899
44550,939.173342607
44551,933.9228265
44552,938.705031058
44553,925.404177032
44554,907.212664171
44555,908.35742275
44556,878.969942479
44557,872.810304097
44558,865.580909474
44559,828.727270706
44560,840.763058868
44561,809.807352694
44562,830.318242074
44563,791.591609653
44564,801.523501028
44565,772.591311217
44566,788.782094267
44567,760.466876381
44568,756.014303744
44569,726.008471225
44570,739.744821977
44571,722.765926458
44572,693.475006058
44573,699.189941154
44574,679.199966346
44575,659.96341618
44576,646.155729115
44577,644.321175373
44578,633.696722105
44579,628.939503447
44580,631.54940564
44581,610.787883499
44582,612.411757979
44583,597.055119737
44584,585.757572932
44585,567.821295162
44586,567.541091448
44587,547.5304558
44588,557.73208198
44589,518.190659962
44590,523.468995425
44591,527.008940697
44592,480.347179277
44593,487.116416847
44594,492.492967705
44595,469.009950568
44596,460.168282243
44597,468.528885587
44598,461.113447167
44599,446.374733178
44600,425.60386959
44601,408.854506149
44602,428.114821081
44603,416.554295132
44604,381.278254804
44605,387.780235442
44606,398.941184371
44607,355.264869331
44608,382.52310881
44609,367.295561079
44610,362.250961203
44611,342.707902505
44612,359.005425324
44613,338.675963853
44614,336.624826701
44615,342.033522249
44616,315.091366102
44617,310.476234732
44618,292.369011426
44619,318.520724994
44620,316.157095273
44621,290.582602961
44622,290.216835549
44623,278.087616025
44624,287.15724001
44625,266.950623882
44626,278.75318824
44627,266.460246797
44628,281.728246208
44629,278.167249281
44630,251.575421374
44631,265.037383361
44632,276.113063473
44633,272.024425537
44634,241.226141818
44635,261.63912886
44636,246.023316953
44637,238.475671526
44638,248.830623655
44639,256.45372278
44640,239.29061522
44641,231.245676268
44642,231.703003443
44643,240.010317846
44644,233.479432218
44645,237.119747813
44646,241.010699756
44647,271.696145698
44648,253.248541472
44649,254.24235591
44650,272.269369722
44651,273.830086941
44652,258.063504131
44653,267.390087672
44654,287.282877566
