period,value
18207,658.116705081
18208,676.765800986
18209,655.641180461
18210,680.111061048
18211,683.204357433
18212,707.67080244
18213,723.867822266
18214,731.033837188
18215,719.835781649
18216,732.28760083
18217,741.734674604
18218,753.579296934
18219,773.50115341
18220,805.220983466
18221,824.072019089
18222,821.054621214
18223,817.525460003
18224,852.448348904
18225,840.64534534
18226,846.40246975
18227,870.134608932
18228,897.151206955
18229,881.353049072
18230,920.337134751
18231,911.610301253
18232,914.37593174
18233,922.897712185
18234,932.529038233
18235,946.318424886
18236,942.363133017
18237,990.537199421
18238,991.613726272
18239,981.544469388
18240,1004.96629903
18241,1023.389032
18242,1009.55580178
18243,1019.45233824
18244,1025.60098276
18245,1029.52246794
18246,1047.33037527
18247,1055.71652856
18248,1074.66986356
18249,1095.24964387
18250,1096.5512754
18251,1077.43997247
18252,1090.4666564
18253,1093.3792079
18254,1129.8861363
18255,1106.92366119
18256,1132.32109043
18257,1140.257219
18258,1140.29145158
18259,1160.20317725
18260,1144.51455174
18261,1165.28616797
18262,1163.44487537
18263,1187.00357292
18264,1194.53149444
18265,1198.03282348
18266,1181.32702876
18267,1192.32596517
18268,1198.93235718
18269,1221.01032644
18270,1216.57404539
18271,1198.60292807
18272,1221.6323613
18273,1204.43609877
18274,1209.77068561
18275,1245.64796877
18276,1223.65396171
18277,1251.67034442
18278,1225.96066717
18279,1231.60294251
18280,1246.66343552
18281,1255.47639893
18282,1255.79911841
18283,1242.97597848
18284,1264.23323163
18285,1260.87510329
18286,1251.32241912
18287,1241.91589518
18288,1258.19160798
18289,1230.36476932
18290,1246.83378843
18291,1232.92355531
18292,1251.91109553
18293,1247.58625583
18294,1230.16034276
18295,1236.21937422
18296,1231.50595147
18297,1233.77522251
18298,1228.25854766
18299,1236.60678801
18300,1252.96011606
18301,1218.07717242
18302,1219.78729693
18303,1213.41728502
18304,1208.72995755
18305,1198.75508461
18306,1194.60036409
18307,1216.23020184
18308,1219.36539382
18309,1186.67058238
18310,1195.31250184
18311,1187.87256461
18312,1170.22438564
18313,1195.39554921
18314,1173.31150198
18315,1153.33982218
18316,1168.01970476
18317,1137.02162863
18318,1136.16906021
18319,1140.56892939
18320,1137.24883502
18321,1119.15966303
18322,1115.15297105
18323,1095.08961081
18324,1100.37392338
18325,1105.44235569
18326,1077.02190244
18327,1094.35368521
18328,1066.83895329
18329,1058.30500624
18330,1068.70908954
18331,1052.3403621
18332,1038.81686524
18333,1038.73652728
18334,1008.18088391
18335,1027.38834996
18336,999.16482426
18337,970.546599138
18338,995.940830696
18339,958.925617179
18340,981.234822036
18341,955.181742891
18342,941.388111751
18343,948.294096271
18344,937.779770439
18345,921.900595913
18346,880.893836435
18347,890.663932278
18348,884.995778774
18349,877.911062859
18350,866.31925609
18351,865.86130543
18352,847.661344421
18353,818.698285889
18354,818.998156573
18355,820.832866181
18356,796.020827195
18357,774.743306635
18358,773.941429263
18359,769.254413095
18360,769.497440143
18361,722.650601463
18362,709.727701587
18363,732.518297756
18364,708.361055563
18365,712.231527586
18366,671.427223307
18367,658.896582051
18368,657.065165179
18369,636.218713761
18370,651.435379069
18371,645.596119633
18372,604.875483513
18373,612.362662402
18374,619.368305141
18375,606.022342524
18376,588.45704246
18377,553.402015092
18378,555.426415837
18379,546.787885395
18380,524.958286956
18381,540.410180505
18382,523.899522978
18383,498.399296258
18384,503.764384418
18385,476.125381229
18386,496.176449053
18387,477.592737532
18388,443.335849651
18389,473.954398457
18390,450.140411037
18391,436.248356818
18392,410.97749081
18393,413.836972147
18394,424.823528394
18395,411.333557862
18396,379.86726234
18397,380.883464052
18398,362.678156024
18399,358.959928504
18400,350.900971957
18401,361.904088182
18402,349.310055683
18403,348.791282842
18404,356.724495809
18405,327.705634544
18406,344.437300566
18407,311.872870136
18408,314.95677333
18409,303.729777113
18410,309.369462862
18411,289.645488248
18412,296.735811286
18413,305.023734873
18414,280.47150915
18415,271.645897875
18416,299.421390501
18417,285.40524316
18418,273.6883097
18419,280.656934567
18420,255.74385285
18421,244.374327792
18422,264.23984699
18423,271.502618006
18424,264.400767224
18425,248.34691757
18426,238.301159921
18427,262.441244359
18428,232.886800029
18429,233.286054756
18430,253.509531876
18431,238.231414071
18432,236.789061001
18433,268.528046675
18434,257.411875333
18435,260.045021938
18436,248.078881728
18437,263.933998416
18438,266.652611869
18439,258.968684097
18440,250.886882671
18441,278.229462404
18442,242.796573909
18443,281.656935671
18444,268.90538841
18445,266.768392947
18446,288.568142404
18447,260.67786681
18448,261.376445531
18449,289.591751389
18450,294.33018406
18451,299.03047165
18452,311.435267681
18453,315.964654259
18454,288.77306588
18455,314.066670768
18456,301.209002482
18457,338.840451533
18458,341.723217046
18459,322.736740488
18460,344.123360254
18461,356.081710297
18462,364.049387509
18463,365.808863731
18464,349.357415854
18465,393.241705257
18466,371.509323067
18467,376.118426668
18468,410.188123714
18469,405.059550198
18470,415.226455948
18471,439.58813764
18472,434.32988594
18473,424.940364998
18474,448.622097497
18475,440.915807143
18476,462.890810346
18477,473.779571293
18478,497.521618571
18479,488.542406302
18480,513.79454944
18481,513.891034883
18482,512.292717329
18483,525.023150887
18484,546.088594048
18485,563.886454587
18486,542.847957718
18487,563.539923017
18488,585.869289147
18489,596.65613398
18490,588.161306008
18491,611.840275134
18492,635.543059447
18493,630.718700601
18494,649.376181876
18495,642.204743799
18496,672.661062328
18497,693.887479291
18498,683.150978383
18499,694.235971128
18500,687.05769216
18501,700.337360003
18502,742.537493986
18503,730.753769656
18504,746.86706845
18505,752.847799934
18506,773.496710425
18507,778.173734174
18508,783.437133924
18509,804.837937755
18510,801.431989224
18511,834.69501097
18512,842.744732502
18513,866.683434247
18514,855.49029641
18515,874.778565908
18516,886.89614431
18517,892.332767668
18518,905.350818801
18519,929.876978896
18520,911.277169969
18521,928.677466935
18522,937.46830982
18523,962.929864619
18524,944.809287366
18525,977.063389817
18526,986.514513206
18527,988.883917811
18528,1019.1605028
18529,1009.61601585
18530,1014.83420123
18531,1034.097733
18532,1046.83715061
18533,1060.92764632
18534,1042.72358381
18535,1050.48039844
18536,1086.55294906
18537,1082.10144888
18538,1078.85358056
18539,1085.63755728
18540,1110.29793652
18541,1124.85349272
18542,1100.65406521
18543,1134.99580538
18544,1124.6544824
18545,1145.18760804
18546,1137.62109346
18547,1159.74929979
18548,1144.59662554
18549,1172.37644682
18550,1189.661768
18551,1185.60923672
18552,1166.93658601
18553,1204.87521466
18554,1211.27910474
18555,1207.01794451
18556,1207.89803345
18557,1210.98526842
18558,1213.67786123
18559,1231.53207526
18560,1226.88599397
18561,1207.21369991
18562,1219.397074
18563,1237.21699246
18564,1234.34801851
18565,1241.75815435
18566,1253.39965348
18567,1241.58425497
18568,1260.0781133
18569,1262.42142689
18570,1241.995994
18571,1254.96100436
18572,1228.70782835
18573,1262.67792006
18574,1246.37441673
18575,1238.56953859
18576,1264.37222472
18577,1267.75769283
18578,1236.23488246
18579,1252.05794536
18580,1263.53510576
18581,1259.16675134
18582,1226.66423182
18583,1242.90919506
18584,1231.9289407
18585,1224.83080667
18586,1256.00105323
18587,1246.41764856
18588,1232.27368769
18589,1243.44299573
18590,1215.96648108
18591,1238.77428552
18592,1203.09874978
18593,1232.051501
18594,1203.08833795
18595,1201.84589983
18596,1214.86298593
18597,1200.61450976
18598,1211.33322288
18599,1180.46735456
18600,1171.03493889
18601,1186.9064687
18602,1187.73696372
18603,1169.59718903
18604,1175.89513008
18605,1147.03529916
18606,1160.31523097
18607,1120.61468867
18608,1136.47594225
18609,1137.30206042
18610,1101.70084059
18611,1093.96378484
18612,1096.51841822
18613,1089.69654584
18614,1094.00599774
18615,1085.9293024
18616,1054.10014571
18617,1073.7164159
18618,1061.83321827
18619,1060.3406662
18620,1040.35690619
18621,1047.52545537
18622,1026.82696956
18623,995.388087713
18624,1005.36137676
18625,996.066512666
18626,974.384413667
18627,952.548612383
18628,948.517417407
18629,965.483723241
18630,959.888313804
18631,923.329667105
18632,904.077920811
18633,914.147913986
18634,908.799853718
18635,895.533137631
18636,869.351287973
18637,884.763514178
18638,858.07329413
18639,834.388915477
18640,826.590459077
18641,841.145262046
18642,829.261339985
18643,787.522538122
18644,783.178487335
18645,776.796186343
18646,773.886482382
18647,769.321171588
18648,768.647860254
18649,737.603373106
18650,743.607590907
18651,718.561524825
18652,713.875738849
18653,705.242183093
18654,671.712245475
18655,687.027849271
18656,651.330419103
18657,644.245854637
18658,655.72020296
18659,627.557326168
18660,608.51488619
18661,600.744334127
18662,597.056655277
18663,579.282725884
18664,567.262111409
18665,565.020932572
18666,558.644783257
18667,544.104274562
18668,534.367263973
18669,544.365110076
18670,507.782331509
18671,502.90544491
18672,491.513321135
18673,509.166681592
18674,482.785276574
18675,472.135099836
18676,457.274959555
18677,464.683691646
18678,436.908637351
18679,429.638634097
18680,410.887002429
18681,410.186718481
18682,427.569658091
18683,390.918138503
18684,408.650382999
18685,402.432974364
18686,391.017924309
18687,382.527059481
18688,348.396343218
18689,366.783758451
18690,360.833188167
18691,339.013953139
18692,328.613607271
18693,321.211313303
18694,317.043956393
18695,341.063602668
18696,307.38268871
18697,291.757186148
18698,287.982354651
18699,293.864757685
18700,282.561978631
18701,297.544726789
18702,282.946377233
18703,264.631471616
18704,267.745104697
18705,270.32934036
18706,280.045412737
18707,285.71466219
18708,269.550307943
18709,277.726130133
18710,278.092392133
18711,251.196391029
18712,251.293581685
18713,256.493633193
18714,241.726693069
18715,257.594788832
18716,248.292211195
18717,249.059635326
18718,246.469879123
18719,248.804396647
18720,265.383663094
18721,259.172103185
18722,248.921119863
18723,231.832129693
18724,258.698992777
18725,253.686189537
18726,245.151496381
18727,244.277569948
18728,245.434298386
18729,249.830956627
18730,264.402835536
18731,274.243854399
18732,249.611703487
18733,279.886507885
18734,263.273370393
18735,269.030689985
18736,262.521065703
18737,297.575714808
18738,295.984288211
18739,303.616338202
18740,313.040683878
18741,293.019026324
18742,319.565124228
18743,300.442376639
18744,331.33084809
18745,340.794468295
18746,322.098650928
18747,337.235628873
18748,326.034690118
18749,328.339635476
18750,365.28736978
18751,366.747621709
18752,361.196132314
18753,363.405274658
18754,372.151158064
18755,392.439877218
18756,393.295178265
18757,384.476373663
18758,404.503777442
18759,428.653145899
18760,408.819112479
18761,421.58252516
18762,459.457624969
18763,436.136222156
18764,476.428399611
18765,456.159604307
18766,484.960793343
18767,495.908353534
18768,486.016352717
18769,514.69578996
18770,508.805331128
18771,537.642920309
18772,551.718109312
18773,547.289428786
18774,574.576335203
18775,553.824758511
18776,597.497845797
18777,575.654078446
18778,586.522174594
18779,603.292102223
18780,617.998234667
18781,649.956715902
18782,640.815519208
18783,661.478565964
18784,679.803601692
18785,674.789116946
18786,684.429120561
18787,706.389722981
18788,710.347288471
18789,704.735847477
18790,723.817922123
18791,758.196069212
18792,764.519755469
18793,752.533608618
18794,774.324488488
18795,801.739448625
18796,784.814756553
18797,811.048105387
18798,806.373100025
18799,838.231287939
18800,843.163672241
18801,848.658143488
18802,855.808367911
18803,881.525719347
18804,860.992288595
18805,880.597086584
18806,895.810602901
18807,892.588885173
18808,938.174168959
18809,942.336591905
18810,949.652773976
18811,934.773462806
18812,975.967070896
18813,973.760049599
18814,990.901469859
18815,975.907333838
18816,1015.47772047
18817,994.947250085
18818,999.971548394
18819,1046.79476718
18820,1053.42473491
18821,1057.23613226
18822,1045.70925845
18823,1046.63578806
18824,1066.20257544
18825,1064.14867874
18826,1071.85192263
18827,1106.70982492
18828,1119.966815
18829,1124.272675
18830,1134.60742609
18831,1139.99061348
18832,1118.8020063
18833,1129.8860736
18834,1153.71603861
18835,1165.83269922
18836,1148.10393058
18837,1170.05519769
18838,1180.63496694
18839,1158.13574695
18840,1189.09191584
18841,1175.61683635
18842,1210.1721352
18843,1193.8258825
18844,1219.71243719
18845,1200.65834508
18846,1195.78290924
18847,1212.20552097
18848,1201.54590979
18849,1220.25986637
18850,1245.57208507
18851,1218.31671787
18852,1243.25878308
18853,1227.11379672
18854,1225.07436485
18855,1248.57219395
18856,1224.30481187
18857,1231.29220365
18858,1265.34100387
18859,1229.80346724
18860,1238.6220392
18861,1231.78375437
18862,1261.13546704
18863,1253.59442422
18864,1252.81741548
18865,1244.41907928
18866,1263.01131831
18867,1233.21250952
18868,1239.47885319
18869,1264.92087249
18870,1250.17360239
18871,1242.72574071
18872,1259.01133936
18873,1258.56509058
18874,1234.39678107
18875,1235.62590107
18876,1244.49060908
18877,1217.65167515
18878,1207.09854166
18879,1231.11460043
18880,1206.7463737
18881,1214.05088249
18882,1198.66216986
18883,1224.31063705
18884,1212.49539935
18885,1197.62934484
18886,1184.9946803
18887,1168.9854997
18888,1199.8641005
18889,1170.64234008
18890,1179.7112681
18891,1173.52611667
18892,1141.54850298
18893,1143.11230376
18894,1165.54262565
18895,1151.27358723
18896,1117.95854796
18897,1115.58317218
18898,1115.3655893
18899,1098.87563522
18900,1109.19948278
18901,1086.54661231
18902,1097.97349363
18903,1071.0558239
18904,1053.86600046
18905,1043.6686437
18906,1037.81259925
18907,1056.74850738
18908,1033.50127221
18909,1040.59576689
18910,1015.28232723
18911,1023.95772331
18912,1011.34675002
18913,982.678918105
18914,967.136989137
18915,977.91467593
18916,953.244457652
18917,944.292629129
18918,935.209680591
18919,950.387064419
18920,940.050607181
18921,904.200838362
18922,895.534294934
18923,889.823554545
18924,883.785320637
18925,885.093632041
18926,843.087580215
18927,854.850288071
18928,822.262169186
18929,840.193284255
18930,832.165184443
18931,793.315710612
18932,774.654052496
18933,794.482895016
18934,765.133843687
18935,753.154191796
18936,748.386092644
18937,743.52237314
18938,743.708412947
18939,722.603555739
18940,687.155074467
18941,711.666779895
18942,702.770720324
18943,691.647274085
18944,649.407239732
18945,647.734972424
18946,630.139632287
18947,612.945726179
18948,636.183547892
18949,597.374018809
18950,582.455731493
18951,589.918485925
18952,578.403261028
18953,579.913870753
18954,564.745936941
18955,530.695573482
18956,533.953103652
18957,520.606416025
18958,505.155818141
18959,500.668051567
18960,488.567215042
18961,486.611555531
18962,496.522025133
18963,463.395559653
18964,444.883866423
18965,459.496514781
18966,431.235041953
18967,455.762717257
18968,443.700602927
18969,404.849860901
18970,410.545752079
18971,403.651144976
18972,412.971174489
18973,388.842981151
18974,367.506551734
18975,373.822159703
18976,377.682029471
18977,355.377628842
18978,342.56052682
18979,331.542401834
18980,359.127255508
18981,344.741546218
18982,316.518510421
18983,334.126916336
18984,303.809981857
18985,325.826861954
18986,294.147099528
18987,293.91081048
18988,300.079597075
18989,285.880915092
18990,299.775354478
18991,275.106816219
18992,270.845587185
18993,282.108432163
18994,266.744473545
18995,287.398532661
18996,271.343085944
18997,265.705385568
18998,248.306014784
18999,248.413063703
19000,257.512898231
19001,262.122181811
19002,260.744154818
19003,264.901862701
19004,247.37207752
19005,264.58970527
19006,247.510128219
19007,234.165873718
19008,254.067895958
19009,239.649101603
19010,264.206069015
19011,234.979306975
19012,234.03225822
19013,261.770680498
19014,240.426986561
19015,246.096545843
19016,255.981416408
19017,259.275219663
19018,262.951936577
19019,268.49016703
19020,265.790206278
19021,269.61067548
19022,258.926207723
19023,293.04971179
19024,283.832792396
19025,301.57525047
19026,306.164847996
19027,305.919051061
19028,303.946114788
19029,304.939400027
19030,292.310000748
19031,293.715220501
19032,328.788240354
19033,336.563357602
19034,315.750066589
19035,330.351486461
19036,335.973445838
19037,333.645348582
19038,359.220049696
19039,349.352805613
19040,364.94851412
19041,362.369581013
19042,394.51580987
19043,386.940499718
19044,402.802269211
19045,407.685472535
19046,400.759094078
19047,410.275747719
19048,408.783435663
19049,442.282574109
19050,457.401608314
19051,438.586600358
19052,481.83670222
19053,465.895379864
19054,491.354384113
19055,492.7573543
19056,508.748772482
19057,526.554018188
19058,514.403072563
19059,528.943095174
19060,541.924877913
19061,549.267545683
19062,545.49677026
19063,571.57365971
19064,561.410386295
19065,604.876630407
19066,604.405241895
19067,629.805178867
19068,639.572433661
19069,620.875430443
19070,626.853328169
19071,659.933486872
19072,678.801742834
19073,679.795080068
19074,683.845600478
19075,691.036833954
19076,707.365507985
19077,704.594651196
19078,743.636698832
19079,727.08923127
19080,749.7950601
19081,760.493854365
19082,774.250343229
19083,787.276351321
19084,781.378282464
19085,812.320278887
19086,817.163404334
19087,834.672784967
19088,831.28447513
19089,831.341055912
19090,853.739676144
19091,866.106937894
19092,896.684120632
19093,895.843398302
19094,918.132381503
19095,922.579369131
19096,925.429655311
19097,935.100810091
19098,938.242319181
19099,959.097077632
19100,974.619671859
19101,987.90183552
19102,968.387819058
19103,1007.19711984
19104,1017.39469292
19105,1003.64319836
19106,1029.82586308
19107,1045.50720535
19108,1019.35425703
19109,1041.02227618
19110,1065.00939047
19111,1050.75968428
19112,1054.04137728
19113,1078.25113525
19114,1092.56411401
19115,1076.56110943
19116,1093.34896513
19117,1119.73447991
19118,1131.57829688
19119,1116.06877507
19120,1127.16211003
19121,1143.2212366
19122,1161.62973992
19123,1160.26834483
19124,1153.44270425
19125,1154.02972595
19126,1164.14531545
19127,1189.80499245
19128,1202.94593465
19129,1173.38769779
19130,1174.16277253
19131,1212.42568634
19132,1199.03618365
19133,1189.8231623
19134,1223.65242351
19135,1230.07284267
19136,1238.48541653
19137,1221.87421175
19138,1242.80373495
19139,1237.00574049
19140,1229.09819851
19141,1236.45631928
19142,1219.28134275
19143,1244.3586777
19144,1262.05881907
19145,1258.9982733
19146,1232.15438629
19147,1251.53931053
19148,1235.74903165
19149,1230.24662135
19150,1233.2629602
19151,1237.1638464
19152,1263.48864307
19153,1257.46631567
19154,1230.44071389
19155,1238.04683074
19156,1255.34407817
19157,1233.35306228
19158,1251.42621901
19159,1255.0716767
19160,1223.1254594
19161,1240.79215367
19162,1230.99095566
19163,1234.56664641
19164,1251.32676939
19165,1233.88574769
19166,1235.12372262
19167,1209.32699048
19168,1212.19575911
19169,1228.79947873
19170,1196.77812543
19171,1194.96807618
19172,1219.18388339
19173,1196.29778186
19174,1175.89589386
19175,1176.67263381
19176,1176.08055446
19177,1159.4488616
19178,1156.10820534
19179,1150.05025363
19180,1164.27040696
19181,1139.02225939
19182,1148.81582385
19183,1145.40574531
19184,1115.56224995
19185,1127.1485203
19186,1101.3142891
19187,1096.58836606
19188,1098.97912809
19189,1085.10324637
19190,1082.86251202
19191,1072.71246498
19192,1085.41186799
19193,1049.60412873
19194,1054.69540629
19195,1028.38944271
19196,1047.40013047
19197,1047.65696611
19198,1012.34111649
19199,1000.33914655
19200,1006.29428628
19201,989.830234895
19202,975.519452076
19203,961.936624418
19204,965.192841175
19205,946.986502958
19206,927.079956174
19207,944.001956374
19208,919.709419985
19209,926.254999771
19210,907.943126666
19211,898.259223092
19212,880.235293469
19213,869.982321902
19214,865.268619343
19215,862.02814363
19216,818.860608681
19217,819.109986447
19218,812.529628776
19219,819.348996845
19220,783.995101538
19221,793.598662565
19222,760.736385541
19223,773.978656081
19224,751.456946179
19225,755.070229218
19226,729.33110034
19227,709.318430267
19228,700.85588774
19229,703.452341421
19230,699.477044671
19231,655.521512925
19232,659.179698815
19233,652.552586462
19234,658.24993416
19235,647.550888364
19236,635.789762106
19237,612.349676198
19238,597.793726855
19239,570.222197661
19240,587.461950774
19241,575.77033591
19242,553.103938387
19243,538.728418384
19244,546.736148503
19245,524.145767086
19246,500.805147309
19247,495.491336221
19248,499.021434791
19249,504.400524508
19250,487.551152554
19251,473.611025488
19252,454.747555275
19253,471.219629285
19254,446.400260014
19255,421.516121945
19256,443.68482048
19257,421.448137509
19258,393.858641275
19259,395.845088233
19260,409.195270091
19261,371.652481937
19262,392.843414136
19263,371.46669207
19264,356.752713448
19265,340.791723295
19266,348.042633003
19267,356.005093081
19268,333.910467143
19269,352.985447157
19270,311.60810179
19271,314.983377092
19272,333.316247514
19273,312.075221042
19274,300.508520564
19275,298.75387673
19276,290.279473014
19277,288.479199336
19278,273.152262196
19279,300.355058
19280,280.918030846
19281,257.377115703
19282,254.370587608
19283,262.234844522
19284,282.122066417
19285,269.637024072
19286,264.686588707
19287,254.578813952
19288,270.320620061
19289,257.244532629
19290,273.920875796
19291,237.254102868
19292,257.641352158
19293,246.731907127
19294,259.136816104
19295,256.043115585
19296,244.32426904
19297,260.797067107
19298,245.534419308
19299,246.898401098
19300,268.297916158
19301,236.937844324
19302,269.096889798
19303,273.362729393
19304,265.986765362
19305,259.868063561
19306,250.629717016
19307,283.709213188
19308,272.372869671
19309,268.249723011
19310,268.079102826
19311,275.013367232
19312,279.524455371
19313,297.298417089
19314,295.074239671
19315,310.146774999
19316,277.281691826
19317,318.103454885
19318,324.617515572
19319,319.463507114
19320,316.187477695
19321,326.897317088
19322,335.878982222
19323,334.971309708
19324,341.772785895
19325,332.394276915
19326,350.852654766
19327,364.537511639
19328,347.749238729
19329,362.761811221
19330,361.816839518
19331,399.116157238
19332,386.609774539
19333,420.953206324
19334,432.043273406
19335,415.447034414
19336,410.931565606
19337,440.868692802
19338,431.093950393
19339,463.368576282
19340,453.915251702
19341,467.298885817
19342,481.678851386
19343,488.979919547
19344,500.517506879
19345,501.793177364
19346,510.255031596
19347,509.008767878
19348,558.225936115
19349,556.658467901
19350,550.736425809
19351,570.777070292
19352,568.817787447
19353,606.184880001
19354,604.055451323
19355,603.747303269
19356,604.346558523
19357,649.928149132
19358,634.938478213
19359,653.798040744
19360,681.957873251
19361,679.634847851
19362,704.623640134
19363,687.914294594
19364,715.493599246
19365,736.216485316
19366,739.071485678
19367,753.988889162
19368,737.175912108
19369,757.851020916
19370,761.957835506
19371,776.402187074
19372,780.328352377
19373,795.408500222
19374,828.973764031
19375,816.348272295
19376,824.004317926
19377,845.964888875
19378,851.608315062
19379,862.165776248
19380,862.111363423
19381,886.02459921
19382,906.087908011
19383,930.035159412
19384,908.388107347
19385,929.532027191
19386,922.597680408
19387,958.983092506
19388,947.307249211
19389,989.519746744
19390,998.72871293
19391,981.901752335
19392,996.897956574
19393,1005.53273738
19394,1038.63573228
19395,1026.12397153
19396,1043.11986715
19397,1046.70687709
19398,1060.18798199
19399,1068.24477653
19400,1079.23797542
19401,1088.07273636
19402,1099.23186088
19403,1094.32222222
19404,1096.65166886
19405,1101.82537666
19406,1120.86663233
19407,1137.53838876
19408,1123.23202534
19409,1121.403394
19410,1150.18872624
19411,1161.12147622
19412,1155.67146383
19413,1163.30164189
19414,1170.87137053
19415,1160.43761474
19416,1178.8552632
19417,1195.60307966
19418,1182.8224217
19419,1188.65859464
19420,1189.31200207
19421,1222.87805057
19422,1207.0152571
19423,1205.71818657
19424,1239.54035929
19425,1237.32766851
19426,1224.96434575
19427,1233.51990255
19428,1244.61787414
19429,1245.01588906
19430,1243.71025375
19431,1247.19332521
19432,1245.00507211
19433,1252.42675934
19434,1247.80934536
19435,1236.50051318
19436,1263.96664128
19437,1232.55522894
19438,1260.81854027
19439,1256.75961599
19440,1234.48007138
19441,1232.44780125
19442,1269.40654468
19443,1262.21290402
19444,1268.03157671
19445,1246.62384051
19446,1235.68305613
19447,1262.50542732
19448,1244.24128392
19449,1233.9852039
19450,1218.58559503
19451,1248.0742516
19452,1229.9528213
19453,1231.30141529
19454,1216.60900896
19455,1229.77497506
19456,1226.19160261
19457,1228.85250795
19458,1218.31106024
19459,1213.37725975
19460,1211.27332802
19461,1190.16811652
19462,1206.39253584
19463,1205.65629913
19464,1168.84487517
19465,1197.35941925
19466,1180.26841555
19467,1148.61472218
19468,1164.89699853
19469,1151.95965333
19470,1155.88164435
19471,1151.81828072
19472,1152.78153529
19473,1127.27337317
19474,1130.24217291
19475,1116.04137244
19476,1113.38953805
19477,1076.43810474
19478,1071.5330579
19479,1083.45511515
19480,1053.77890821
19481,1063.60823012
19482,1050.71196244
19483,1029.24701127
19484,1054.97584501
19485,1011.6901163
19486,1026.70613085
19487,993.357035703
19488,989.197213177
19489,997.701316384
19490,998.363791265
19491,984.012487932
19492,963.967023617
19493,940.031377529
19494,926.58317584
19495,949.726847125
19496,911.705266146
19497,928.740859561
19498,919.228535424
19499,897.668032396
19500,868.301199068
19501,879.715787514
19502,844.216941072
19503,848.647289604
19504,844.493953348
19505,808.843502325
19506,822.817292021
19507,818.328463241
19508,789.004596101
19509,770.668166267
19510,772.865158807
19511,749.456262801
19512,746.491100015
19513,721.172203207
19514,725.466337349
19515,700.740914193
19516,688.833128475
19517,714.172022747
19518,684.194014806
19519,684.735460285
19520,663.666281428
19521,643.984671281
19522,640.316051028
19523,612.138923795
19524,623.714357081
19525,623.559916713
19526,581.345598753
19527,590.445884049
19528,595.61268014
19529,584.466751979
19530,567.498296628
19531,549.766101914
19532,528.221901435
19533,546.333257517
19534,532.898622816
19535,495.886837505
19536,486.317354479
19537,493.002852709
19538,485.402904657
19539,476.543543304
19540,450.712553413
19541,442.97654013
19542,436.706701524
19543,442.287402808
19544,413.525453773
19545,405.162424086
19546,408.145651676
19547,385.670958428
19548,387.090143456
19549,377.33424161
19550,371.86638951
19551,385.018398448
19552,366.822606278
19553,357.809980829
19554,373.063113047
19555,347.294313499
19556,341.463301859
19557,320.310328124
19558,311.708425201
19559,340.816947842
19560,323.713059875
19561,331.271329794
19562,296.905013423
19563,283.328814539
19564,301.274692984
19565,272.613101926
19566,276.993858669
19567,285.471991507
19568,277.230451132
19569,271.35318883
19570,259.10819738
19571,265.716338205
19572,257.688258379
19573,266.601089714
19574,254.36672767
19575,273.009574554
19576,255.23943374
19577,237.185346009
19578,246.572981905
19579,257.867628179
19580,270.028136809
19581,260.200223992
19582,262.010128481
19583,267.626452447
19584,241.638470453
19585,232.048334602
19586,270.116486674
19587,252.629936644
19588,251.62655213
19589,240.019072823
19590,249.341446404
19591,274.86156809
19592,252.573293176
19593,279.029010894
19594,270.760027602
19595,259.546236226
19596,255.590236398
19597,261.137857317
19598,264.456728609
19599,264.626611079
19600,298.360314449
19601,271.619417461
19602,272.846213519
19603,288.732717451
19604,293.409037552
19605,307.81209871
19606,293.012452719
19607,325.533426116
19608,310.027027432
19609,321.186035665
19610,327.757138012
19611,314.562137281
19612,343.858252624
19613,338.852043886
19614,345.110348986
19615,347.278708142
19616,369.778411941
19617,372.51904597
19618,376.12146912
19619,403.216649784
19620,393.598840509
19621,407.42855896
19622,397.468677896
19623,420.324310368
19624,438.826065221
19625,423.739549671
19626,442.721399288
19627,438.970403871
19628,454.517472425
19629,452.664773511
19630,492.149849092
19631,470.70269145
19632,485.241726815
19633,503.420234705
19634,509.873505447
19635,529.709722827
19636,552.760966041
19637,532.87621343
19638,544.674796481
19639,573.913871485
19640,565.264123474
19641,601.154933743
19642,587.596394772
19643,606.592172838
19644,605.458695816
19645,628.291291805
19646,629.550078651
19647,670.524088851
19648,643.579038888
19649,658.637817174
19650,702.775144399
19651,711.313058435
19652,698.898023073
19653,703.260412002
19654,743.873510002
19655,756.548778269
19656,734.12960985
19657,754.347907877
19658,788.007119191
19659,792.414115812
19660,781.252611258
19661,819.681594818
19662,823.732642279
19663,833.834389131
19664,837.609147431
19665,849.345088976
19666,844.140486154
19667,871.878500627
19668,879.907260164
19669,886.308021718
19670,884.477348276
19671,923.094664403
19672,928.885265565
19673,942.082526745
19674,923.446729714
19675,955.034998319
19676,973.167982386
19677,956.599549793
19678,981.145828126
19679,1004.64111408
19680,991.401739171
19681,1007.49579321
19682,1016.38174874
19683,1033.47111699
19684,1038.43532747
19685,1058.31216794
19686,1035.47064277
19687,1064.41571898
19688,1082.80346866
19689,1098.8541993
19690,1104.67056877
19691,1102.66779638
19692,1091.05766973
19693,1092.46848906
19694,1110.6531222
19695,1137.70727689
19696,1120.23045125
19697,1129.56627929
19698,1151.72286668
19699,1141.16149239
19700,1174.25505035
19701,1174.99321596
19702,1190.26582373
19703,1175.92429524
19704,1192.64056371
19705,1190.83774663
19706,1204.72249231
